shop,menu,format,base,milk,liquid,flavor,toppings,tops
Mr. Buncha,Butterfly Pea Yuzu,tea,tea,0,"butterfly pea,yuzu",fruit,0,unspecified
Bubbly Tea,Cappuccino Milk Black Tea,black tea,tea,1,cappuccino,coffee,0,unspecified
PaTea,Salted Caramel Oolong Milk Tea,oolong tea,tea,1,Caramel,caramel,0,unspecified
Boba Fries,Iced Caramel Latte,coffee,milk,1,Caramel,caramel,0,unspecified
FIFTYLAN Washington Square Park,Hot Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
Boba Fries,Hot Caramel Latte,coffee,milk,1,Caramel,caramel,0,unspecified
FIFTYLAN Washington Square Park,Hot Caramel Ceylon Black Tea Latte,black tea,milk,1,Caramel,caramel,0,unspecified
Coco Fresh Tea & Juice,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
FIFTYLAN Washington Square Park,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
Gong Cha,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
OJBK Tea Shop,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
PaTea,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
Shiny Tea,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
Tea Magic,Caramel Milk Tea,tea,tea,1,Caramel,caramel,0,unspecified
Tea Magic,Caramel Milk Slush,slush,slush,1,Caramel,caramel,0,unspecified
Kung Fu Tea,Caramel Macchiato,coffee,milk,0,Caramel,caramel,0,unspecified
FIFTYLAN Washington Square Park,Caramel Ceylon Black Tea Latte,coffee,milk,1,Caramel,caramel,0,unspecified
Shiny Tea,Caramel Black Tea Latte,black tea,milk,1,Caramel,caramel,0,unspecified
Gong Cha,Caramel Chocolate,chocolate,other,0,"caramel,chocolate",chocolate,0,unspecified
Kung Fu Tea,Caramel Macchiato Slush,slush,slush,0,Caramel,caramel,0,unspecified
Teado Tea Shop,Chocolate Slush,slush,slush,0,chocolate,chocolate,0,unspecified
Tea Magic,Chocolate Milk Slush,slush,slush,1,chocolate,chocolate,0,unspecified
Mi Tea,Chocolate Milk,milk,milk,1,chocolate,chocolate,0,unspecified
Teado Tea Shop,Chocolate Black Tea,black tea,tea,0,chocolate,chocolate,0,unspecified
Gong Cha,Caramel Chocolate Slush,slush,slush,0,"chocolate,caramel",chocolate,0,unspecified
Yi Fang Taiwan Fruit Tea,French Coco Latte,coffee,milk,1,cocoa,chocolate,0,unspecified
Bubbly Tea,Coco Latte,coffee,milk,1,cocoa,chocolate,0,unspecified
The Alley,Hot Hojicha Cocoa,drink,drink,0,cocoa,chocolate,0,unspecified
Tea and Milk,Cocoa Oolong Milk Tea,tea,tea,1,cocoa,chocolate,0,unspecified
Mr. Wish,Cocoa Milk,milk,milk,1,cocoa,chocolate,0,unspecified
Boba Fries,Coconut Milk Tea,tea,tea,1,coconut,fruit,0,unspecified
Bubbly Tea,Coconut Milk Tea,tea,tea,1,coconut,fruit,0,unspecified
PaTea,Coconut Milk Tea,tea,tea,1,coconut,fruit,0,unspecified
Bubbly Tea,Coconut Milk Black Tea,black tea,tea,1,coconut,fruit,0,unspecified
Ten Ren's Tea Time,Coconut Milk,milk,milk,1,coconut,fruit,0,unspecified
Mr. Wish,Wow Coconut Milk,milk,milk,1,coconut ,fruit,0,unspecified
Teado Tea Shop,Coconut Slush,slush,slush,0,coconut ,fruit,0,unspecified
Kung Fu Tea,Coconut Milk Tea,tea,tea,1,coconut ,fruit,0,unspecified
Tea Magic,Coconut Milk Tea,tea,tea,1,coconut ,fruit,0,unspecified
ViVi Bubble Tea,Coconut Milk Tea,tea,tea,1,coconut ,fruit,0,unspecified
Tea Magic,Coconut Milk Slush,slush,slush,1,coconut ,fruit,0,unspecified
Teado Tea Shop,Coconut Milk,milk,milk,1,coconut ,fruit,0,unspecified
Teado Tea Shop,Coconut Black Tea,black tea,tea,0,coconut ,fruit,0,unspecified
Kung Fu Tea,Italian Mocha Slush,slush,slush,0,coffee,coffee,0,unspecified
Xing Fu Tang,Dalgona Coffee Milk,milk,milk,1,coffee,coffee,0,unspecified
Kung Fu Tea,Coffee Slush,slush,slush,0,coffee,coffee,0,unspecified
Teado Tea Shop,Coffee Slush,slush,slush,0,coffee,coffee,0,unspecified
Gong Cha,Coffee Milk Tea,tea,tea,1,coffee,coffee,0,unspecified
Kung Fu Tea,Coffee Milk Tea,tea,tea,1,coffee,coffee,0,unspecified
OJBK Tea Shop,Coffee Milk Tea,tea,tea,1,coffee,coffee,0,unspecified
Tea and Milk,Coffee Milk Tea,tea,tea,1,coffee,coffee,0,unspecified
Tea Magic,Coffee Milk Slush,slush,slush,1,coffee,coffee,0,unspecified
Ten Ren's Tea Time,Coffee Milk,milk,milk,1,coffee,coffee,0,unspecified
Tea Magic,Coffee Black Milk Tea,tea,tea,1,coffee,coffee,0,unspecified
Ten Ren's Tea Time,B/G Tea with Coffee,tea,tea,0,coffee,coffee,0,unspecified
Moge Tee,Dragon Fruit Yakult,yakult,yogurt,0,dragon fruit,fruit,0,unspecified
Mr. Wish,Dragon Fruit Smoothie,smoothie,smoothie,0,dragon fruit,fruit,0,unspecified
Alimama,Earl Grey Black Tea,black tea,tea,0,earl grey,undefined,0,unspecified
Tea Magic,Earl Grey Black Tea,black tea,tea,0,earl grey,undefined,0,unspecified
Mr. Wish,Wish Special Fruit Tea,tea,tea,0,fruit,fruit,0,unspecified
Moge Tee,Super Fruit Tea,tea,tea,0,fruit,fruit,0,unspecified
Trutea,Super Fruit Green Tea,green tea,tea,0,fruit,fruit,0,unspecified
Debutea,Signature Fruit Tea,tea,tea,0,fruit,fruit,0,unspecified
Mi Tea,Fruit Lust in Coconut Water,coconut water,other,0,fruit,fruit,0,unspecified
Mi Tea,Fruit Lust,drink,drink,0,fruit,fruit,0,unspecified
Debutea,Deluxe Signature Fruit Tea,tea,tea,0,fruit,fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Longan Ginger Tea,tea,tea,0,ginger,other,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Ginger Tea,tea,tea,0,ginger,other,0,unspecified
Bubbly Tea,Honey Ginger Green Or Black Tea,"black tea,green tea",tea,0,ginger,other,0,unspecified
Bubbly Tea,Ginger Milk Tea,tea,tea,1,ginger,other,0,unspecified
Tea Magic,Ginger Milk Tea,tea,tea,1,ginger,other,0,unspecified
Kung Fu Tea,Ginger Milk,milk,milk,1,ginger,other,0,unspecified
Teado Tea Shop,Ginger Black Tea,black tea,tea,0,ginger,other,0,unspecified
Teado Tea Shop,White Grape Slush,slush,slush,0,grape,fruit,0,unspecified
Teado Tea Shop,"White Grape Green Tea,Black Tea","green tea,black tea",tea,0,grape,fruit,0,unspecified
Song Tea,Grape Slush,slush,slush,0,grape,fruit,0,unspecified
Song Tea,Grape Green Tea,green tea,tea,0,grape,fruit,0,unspecified
Bubbly Tea,Champagne Grape Slush,slush,slush,0,grape,fruit,0,unspecified
Teado Tea Shop,Champagne Grape Slush,slush,slush,0,grape,fruit,0,unspecified
Teado Tea Shop,"Champagne Grape Green Tea,Black Tea","green tea,black tea",tea,0,grape,fruit,0,unspecified
PaTea,Passion Fruit Yakult,yakult,yogurt,0,grapefruit,fruit,0,unspecified
Chun Yang Tea Chinatown,Grapefruit Green Tea,green tea,tea,0,grapefruit,fruit,0,unspecified
Xing Fu Tang,Grapefruit Green Tea,green tea,tea,0,grapefruit,fruit,0,unspecified
PaTea,Fresh Grapefruit Yakult,yakult,yogurt,0,grapefruit,fruit,0,unspecified
Kung Fu Tea,Yogurt Grapefruit,yogurt,yogurt,0,grapefruit ,fruit,0,unspecified
YanYan Tea,Mango Smoothie with Sago & Grapefruit,smoothie,smoothie,0,grapefruit ,fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Trutea,Grapefruit Yogurt,yogurt,yogurt,0,grapefruit ,fruit,0,unspecified
Coco Fresh Tea & Juice,Grapefruit Yakult,yakult,yogurt,0,grapefruit ,fruit,0,unspecified
M Tea,Grapefruit Yakult,yakult,yogurt,0,grapefruit ,fruit,0,unspecified
Moge Tee,Grapefruit Yakult,yakult,yogurt,0,grapefruit ,fruit,0,unspecified
Teazzi Tea Shop,Grapefruit Tea,tea,tea,0,grapefruit ,fruit,0,unspecified
Teado Tea Shop,Grapefruit Slush,slush,slush,0,grapefruit ,fruit,0,unspecified
Shiny Tea,Grapefruit Premium Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Bubbly Tea,Grapefruit Lime Bubbly,drink,drink,0,grapefruit ,fruit,0,unspecified
Debutea,Grapefruit Harvest,juice,juice,0,grapefruit ,fruit,0,unspecified
Teado Tea Shop,"Grapefruit Green Tea,Black Tea","green tea,black tea",tea,0,grapefruit ,fruit,0,unspecified
OJBK Tea Shop,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Song Tea,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Trutea,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
BIAO Sugar,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Boba Fries,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Coco Fresh Tea & Juice,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Kung Fu Tea,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Mr. Wish,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Shiny Tea,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
YanYan Tea,Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
M Tea,Grapefruit Boom,tea,tea,0,grapefruit ,fruit,0,unspecified
PaTea,Fresh Grapefruit Green Tea,green tea,tea,0,grapefruit ,fruit,0,unspecified
Teado Tea Shop,"Litchi,Grapefruit & Honey juice",juice,juice,0,"grapefruit,honey",fruit,0,unspecified
Kung Fu Tea,Yogurt Green Tea,yogurt,yogurt,0,green tea,other,0,unspecified
Coco Fresh Tea & Juice,Green Tea Yakult,yakult,yogurt,0,green tea,other,0,unspecified
FIFTYLAN Washington Square Park,Green Tea Latte,green tea,milk,1,green tea,undefined,0,unspecified
Gong Cha,Green Tea Latte,green tea,milk,1,green tea,undefined,0,unspecified
Shiny Tea,Taiwan Honey Tea,tea,tea,0,honey,honey,0,unspecified
Teado Tea Shop,"Peach,Litchi & Honey Juice",juice,juice,0,honey,honey,0,unspecified
Kung Fu Tea,Oolong Milk Tea/Honey Oolong Milk Tea,Oolong tea,tea,1,honey,honey,0,unspecified
Yi Fang Taiwan Fruit Tea,Multi Floral Honey Mountain Tea,tea,tea,0,honey,honey,0,unspecified
Kung Fu Tea,Kung Fu Honey Tea,tea,tea,0,honey,honey,0,unspecified
Dragon Tea,Iced Honey Coffee,coffee,milk,0,honey,honey,0,unspecified
FIFTYLAN Washington Square Park,Ice Honey,drink,drink,0,honey,honey,0,unspecified
Bubbly Tea,Honeydew Slush,slush,slush,0,honey,honey,0,unspecified
Teado Tea Shop,Honeydew Slush,slush,slush,0,honey,honey,0,unspecified
Ten Ren's Tea Time,Honeydew Shredded Ice,shredded ice,other,0,honey,honey,0,unspecified
Tea Magic,Honeydew Milk Tea,tea,tea,1,honey,honey,0,unspecified
ViVi Bubble Tea,Honeydew Milk Tea,tea,tea,1,honey,honey,0,unspecified
Tea Magic,Honeydew Milk Slush,slush,slush,1,honey,honey,0,unspecified
Bubbly Tea,Honeydew Milk Green Tea,green tea,tea,1,honey,honey,0,unspecified
Teado Tea Shop,Honeydew Milk,milk,milk,1,honey,honey,0,unspecified
Ten Ren's Tea Time,Honeydew Milk,milk,milk,1,honey,honey,0,unspecified
Teado Tea Shop,"Honeydew Green Tea,Black Tea","green tea,black tea",tea,0,honey,honey,0,unspecified
Teado Tea Shop,Honeydew Green Tea,green tea,tea,0,honey,honey,0,unspecified
PaTea,Honeydew Black Milk Tea,tea,tea,1,honey,honey,0,unspecified
Shiny Tea,Honey Oolong Tea,Oolong tea,tea,0,honey,honey,0,unspecified
ViVi Bubble Tea,Honey Oolong Cold Brew,Oolong tea,tea,0,honey,honey,0,unspecified
Kung Fu Tea,Honey Milk/Milk Green Tea,green tea,tea,1,honey,honey,0,unspecified
FIFTYLAN Washington Square Park,Honey Milk Tea,tea,tea,1,honey,honey,0,unspecified
Bubbly Tea,Honey Milk Black Tea,black tea,tea,1,honey,honey,0,unspecified
Teado Tea Shop,"Honey Green Tea,Black Tea","green tea,black tea",tea,0,honey,honey,0,unspecified
FIFTYLAN Washington Square Park,Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
Gong Cha,Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
OJBK Tea Shop,Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
PaTea,Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
Shiny Tea,Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
Teado Tea Shop,Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
FIFTYLAN Washington Square Park,Honey Green Milk Tea,green tea,tea,1,honey,honey,0,unspecified
Teazzi Tea Shop,Honey Golden Oolong Milk Tea,tea,tea,1,honey,honey,0,unspecified
Dragon Tea,Honey Fresh Milk,milk,milk,1,honey,honey,0,unspecified
Bubbly Tea,Honey Citron Tea,tea,tea,0,honey,honey,0,unspecified
Truedan,Honey Chrysanthemum Tea,tea,tea,0,honey,honey,0,unspecified
Kung Fu Tea,Honey Black/Green/Oolong Tea,Oolong tea,tea,0,honey,honey,0,unspecified
Shiny Tea,Honey Black Tea,black tea,tea,0,honey,honey,0,unspecified
Teado Tea Shop,Honey Black Tea,black tea,tea,0,honey,honey,0,unspecified
Bubbly Tea,Honey Black Or Green Tea,"black tea,green tea",tea,0,honey,honey,0,unspecified
Teazzi Tea Shop,Honey Amber Oolong Milk Tea,Oolong tea,tea,1,honey,honey,0,unspecified
Ten Ren's Tea Time,Ginseng with Honey,drink,drink,0,honey,honey,0,unspecified
Bubbly Tea,Chrysanthemum Honey Green Tea,green tea,tea,0,honey,honey,0,unspecified
Alimama,Tumeric Honey Ginger,drink,drink,0,"honey,ginger",honey,0,unspecified
Bubbly Tea,Honey Kumquat Green Tea,green tea,tea,0,"honey,kumquat",honey,0,unspecified
Dragon Tea,Taiwan Honey Lemonade,juice,juice,0,"honey,lemon",honey,0,unspecified
Kung Fu Tea,Honey Lemonade,juice,juice,0,"honey,lemon",honey,0,unspecified
Teazzi Tea Shop,Honey Lemonade,juice,juice,0,"honey,lemon",honey,0,unspecified
Chun Yang Tea Chinatown,Honey Lemon Oolong Tea,Oolong tea,tea,0,"honey,lemon",honey,0,unspecified
Mr. Buncha,Honey Lemon Fruit Tea,tea,tea,0,"honey,lemon",honey,0,unspecified
Truedan,Honey Lemon Chrysanthemum Tea,tea,tea,0,"honey,lemon",honey,0,unspecified
Truedan,Honey Lemon,drink,drink,0,"honey,lemon",honey,0,unspecified
Bubbly Tea,Honey Lemon,juice,juice,0,"honey,lemon",honey,0,unspecified
Alimama,Honey Lemon Ginger Green Tea,green tea,tea,0,"honey,lemon,ginger",honey,0,unspecified
Alimama,Honey Lemon Ginger,drink,drink,0,"honey,lemon,ginger",honey,0,unspecified
Teazzi Tea Shop,Honey Oolong Lemonade,juice,juice,0,"honey,oolong tea,lemon",other,0,unspecified
Mi Tea,Honey Peach Jasmine Tea,jasmine tea,tea,0,"honey,peach",honey,0,unspecified
Teado Tea Shop,"Blackberry,Litchi & Honey Juice",juice,juice,0,"honey,blackberry",honey,0,unspecified
Bubbly Tea,Kumquat Honey Green Tea,green tea,tea,0,"honey,kumquat",honey,0,unspecified
Bubbly Tea,Lemon Black Or Green Tea,"black tea,green tea",tea,0,"honey,lemon",honey,0,unspecified
Bubbly Tea,Honey Lemon Black Or Green Tea,"black tea,green tea",tea,0,"honey,lemon",honey,0,unspecified
Tea and Milk,Ceylon Lemon Honey Tea,tea,tea,0,"honey,lemon",honey,0,unspecified
Bubbly Tea,Honey Longan Red Date,drink,drink,0,"honey,longan",honey,0,unspecified
Teado Tea Shop,"Mint,Orange & Honey Juice",juice,juice,0,"honey,mint,orange",honey,0,unspecified
Teado Tea Shop,"Red Plum,Litchi & Honey Juice",juice,juice,0,"honey,plum",honey,0,unspecified
Machi Machi,Pekoe Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Alimama,White Jasmine,jasmine tea,tea,0,jasmine,undefined,0,unspecified
The Alley,Snow Velvet Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
BIAO Sugar,Scent Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Debutea,Miss Jasmine,jasmine tea,tea,0,jasmine,undefined,0,unspecified
Song Tea,Jasmine Tieguanyin Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Song Tea,Jasmine Tieguanyin Milk Tea,black tea,tea,1,jasmine,undefined,0,unspecified
Song Tea,Jasmine Tieguanyin Latte,green tea,milk,1,jasmine,undefined,0,unspecified
BIAO Sugar,Jasmine Tea Latte w. Milk Foam & Roasted Pecan,green tea,milk,1,jasmine,undefined,0,unspecified
OJBK Tea Shop,Jasmine Tea,jasmine tea,tea,0,jasmine,undefined,0,unspecified
Tea Magic,Jasmine Plain Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Coco Fresh Tea & Juice,Jasmine Milk Tea,jasmine tea,tea,1,jasmine,undefined,0,unspecified
OJBK Tea Shop,Jasmine Milk Tea,tea,tea,1,jasmine,undefined,0,unspecified
The Alley,Jasmine Milk Tea,tea,tea,1,jasmine,undefined,0,unspecified
M Tea,Jasmine Milk Green Tea,green tea,tea,1,jasmine,undefined,0,unspecified
ViVi Bubble Tea,Jasmine Milk,milk,milk,1,jasmine,undefined,0,unspecified
Tea and Milk,Jasmine Green Teamonade,drink,drink,0,jasmine,undefined,0,unspecified
Teado Tea Shop,"Jasmine Green Tea,Premium Black Tea","green tea,black tea",tea,0,jasmine,undefined,0,unspecified
Debutea,Jasmine Green Tea Latte,green tea,milk,1,jasmine,undefined,0,unspecified
Alimama,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Boba Fries,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Dragon Tea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
FIFTYLAN Washington Square Park,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
M Tea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Mi Tea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Mr. Buncha,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
PaTea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Shiny Tea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Song Tea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Teado Tea Shop,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Teazzi Tea Shop,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Ten Ren's Tea Time,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Ten Ren's Tea Time,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
The Alley,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Trutea,Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Boba Fries,Jasmine Green Milk Tea,green tea,tea,1,jasmine,undefined,0,unspecified
Dragon Tea,Jasmine Green Milk Tea,green tea,tea,1,jasmine,undefined,0,unspecified
PaTea,Jasmine Green Milk Tea,green tea,tea,1,jasmine,undefined,0,unspecified
Song Tea,Jasmine Green Milk Tea,green tea,tea,1,jasmine,undefined,0,unspecified
Tea Magic,Jasmine Green Milk Tea,green tea,tea,1,jasmine,undefined,0,unspecified
Ten Ren's Tea Time,Jasmine Green Milk Tea,green tea,tea,1,jasmine,undefined,0,unspecified
Shiny Tea,Jasmine Green Milk Tea,tea,tea,1,jasmine,undefined,0,unspecified
Tea and Milk,Jasmine Flower Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
FIFTYLAN Washington Square Park,Hot Jasmine Green Tea,green tea,tea,0,jasmine,undefined,0,unspecified
Truedan,Jasmine Green Tea,green tea,tea,0,jasmine ,undefined,0,unspecified
ViVi Bubble Tea,Jasmine Honey Tea,jasmine tea,tea,0,"jasmine,honey",undefined,0,unspecified
Tea Magic,Honey Jasmine Green Tea,green tea,tea,0,"jasmine,honey",undefined,0,unspecified
Dragon Tea,Honey Black/Jasmine Green Tea,green tea,tea,0,"jasmine,honey",undefined,0,unspecified
Dragon Tea,Lemon Black/Jasmine Green Tea,green tea,tea,0,"jasmine,lemon",fruit,0,unspecified
ViVi Bubble Tea,Jasmine Lemon,drink,drink,0,"jasmine,lemon",fruit,0,unspecified
Dragon Tea,Orange Jasmine Green Tea,green tea,tea,0,"jasmine,orange",fruit,0,unspecified
Dragon Tea,Passion Fruit Jasmine Green Tea,green tea,tea,0,"jasmine,passion fruit",fruit,0,unspecified
Dragon Tea,Plum Jasmine Green Tea,green tea,tea,0,"jasmine,plum",fruit,0,unspecified
Song Tea,Single Course Me Bald Kiwi Coconut Slush,slush,slush,0,kiwi fruit,fruit,0,unspecified
Mr. Wish,Kiwi Smoothie,smoothie,smoothie,0,kiwi fruit,fruit,0,unspecified
Bubbly Tea,Kiwi Slush,slush,slush,0,kiwi fruit,fruit,0,unspecified
Bubbly Tea,Kiwi Slush,slush,slush,0,kiwi fruit,fruit,0,unspecified
Mi Tea,Kiwi Lover,drink,drink,0,kiwi fruit,fruit,0,unspecified
Mr. Wish,Kiwi Green Tea,green tea,tea,0,kiwi fruit,fruit,0,unspecified
Mr. Buncha,Kiwi Fruit Tea,tea,tea,0,kiwi fruit,fruit,0,unspecified
Mr. Wish,Kiwi Fruit Sorbet Smoothie,smoothie,smoothie,0,kiwi fruit,fruit,0,unspecified
Debutea,Beyond Kiwi,juice,juice,0,kiwi fruit,fruit,0,unspecified
Song Tea,Apple Kiwi Green Tea,green tea,tea,0,"kiwi fruit,apple",fruit,0,unspecified
Shiny Tea,Kumquat Vinegar Oolong,Oolong tea,tea,0,kumquat,fruit,0,unspecified
Shiny Tea,Kumquat Vinegar Green Tea,green tea,tea,0,kumquat,fruit,0,unspecified
Shiny Tea,Kumquat Vinegar Black Tea,black tea,tea,0,kumquat,fruit,0,unspecified
Ten Ren's Tea Time,Kumquat Shredded Ice,shredded ice,other,0,kumquat,fruit,0,unspecified
Shiny Tea,Kumquat Juice,juice,juice,0,kumquat,fruit,0,unspecified
Boba Fries,Kumquat Green Tea,green tea,tea,0,kumquat,fruit,0,unspecified
Chun Yang Tea Chinatown,Kumquat Green Tea,green tea,tea,0,kumquat,fruit,0,unspecified
Mr. Wish,Kumquat Green Tea,green tea,tea,0,kumquat,fruit,0,unspecified
PaTea,Kumquat Green Tea,green tea,tea,0,kumquat,fruit,0,unspecified
Shiny Tea,Kumquat Black Tea,black tea,tea,0,kumquat,fruit,0,unspecified
Ten Ren's Tea Time,Lavendar Black Tea,black tea,tea,0,lavendar,flower,0,unspecified
Tea Magic,Passion Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Gong Cha,Lemon Yogurt,yogurt,yogurt,0,lemon,fruit,0,unspecified
Moge Tee,Lemon Yakult,yakult,yogurt,0,lemon,fruit,0,unspecified
Boba Fries,Lemon Tea,tea,tea,0,lemon,fruit,0,unspecified
Teado Tea Shop,Lemon Slush,slush,slush,0,lemon,fruit,0,unspecified
YanYan Tea,Lemon Sago Yakult,yakult,yogurt,0,lemon,fruit,0,unspecified
Teado Tea Shop,"Lemon Green Tea,Black Tea","green tea,black tea",tea,0,lemon,fruit,0,unspecified
Gong Cha,Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Coco Fresh Tea & Juice,Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Mr. Wish,Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Mr. Wish,Lemon Fruit Sorbet Smoothie,smoothie,smoothie,0,lemon,fruit,0,unspecified
Debutea,Lemon Fantasy,juice,juice,0,lemon,fruit,0,unspecified
Coco Fresh Tea & Juice,Lemon Dunk,drink,drink,0,lemon,fruit,0,unspecified
Coco Fresh Tea & Juice,Lemon Black Tea,black tea,tea,0,lemon,fruit,0,unspecified
Mr. Wish,Lemon Black Tea,black tea,tea,0,lemon,fruit,0,unspecified
Teado Tea Shop,"Lemon & Honey Green Tea,Black Tea","green tea,black tea",tea,0,lemon,fruit,0,unspecified
Dragon Tea,Iced Lemon Coffee,coffee,milk,0,lemon,fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Lemon Mountain Tea,green tea,tea,0,lemon,fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Shiny Tea,Honey w/Fresh Squeezed Lemon Juice,juice,juice,0,lemon,fruit,0,unspecified
Mr. Wish,Honey Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Mi Tea,Happy Lemon,drink,drink,0,lemon,fruit,0,unspecified
Shiny Tea,Fresh Squeezed Lemon Premium Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Shiny Tea,Fresh Squeezed Lemon Juice,juice,juice,0,lemon,fruit,0,unspecified
Shiny Tea,Fresh Squeezed Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Shiny Tea,Fresh Squeezed Lemon Fresh Jade Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Shiny Tea,Fresh Squeezed Lemon Black Tea,black tea,tea,0,lemon,fruit,0,unspecified
PaTea,Fresh Lemon Yakult,yakult,yogurt,0,lemon,fruit,0,unspecified
PaTea,Fresh Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Trutea,Fresh Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
Moge Tee,Fresh Lemon Four Season Oolong Tea,Oolong tea,tea,0,lemon,fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Cold Lemon Mountain Tea,green tea,tea,0,lemon,fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Cold Lemon Green Tea,green tea,tea,0,lemon,fruit,0,unspecified
PaTea,Fresh Lemon Honey Green Tea,green tea,tea,0,"lemon,honey",honey,0,unspecified
Tea Magic,Wintermelon Lemon Green Tea,green tea,tea,0,"lemon,winter mellon",fruit,0,unspecified
Teazzi Tea Shop,Winter Melon Tea Latte,tea,milk,1,"lemon,winter mellon",fruit,0,unspecified
Tea Magic,Winter Melon Tea,tea,tea,0,"lemon,winter mellon",fruit,0,unspecified
Teazzi Tea Shop,Winter Melon Tea,tea,tea,0,"lemon,winter mellon",fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Hot Lemon Ginger Tea,tea,tea,0,"lemon,ginger",fruit,0,unspecified
Yi Fang Taiwan Fruit Tea,Grapefruit Lemon Green Tea,green tea,tea,0,"lemon,grapefruit",fruit,0,unspecified
OJBK Tea Shop,Rose Honey Lemon,drink,drink,0,"lemon,honey",honey,0,unspecified
Tea Magic,Honey Lemon Green Tea,green tea,tea,0,"lemon,honey",honey,0,unspecified
OJBK Tea Shop,Aloe Honey Lemon,drink,drink,0,"lemon,honey",honey,0,unspecified
